va	mangled	size	code	class	name
0058BC92	___crtLCMapStringA	548	1		___crtLCMapStringA
0058BEB6	_strncnt	43	1		_strncnt
0058BEE1	___crtGetStringTypeA	329	1		___crtGetStringTypeA
0058C02A	__tolower	8	1		__tolower
0058C032	_tolower	203	1		_tolower
0058C0FD	__ZeroTail	73	1		__ZeroTail
0058C146	__IncMan	86	1		__IncMan
0058C19C	__RoundMan	140	1		__RoundMan
0058C228	__CopyMan	27	1		__CopyMan
0058C243	__FillZeroMan	12	1		__FillZeroMan
0058C24F	__IsZeroMan	27	1		__IsZeroMan
0058C26A	__ShrMan	141	1		__ShrMan
0058C2F7	__ld12cvt	408	1		__ld12cvt
0058C48F	__ld12told	167	1		__ld12told
0058C536	__atoldbl	91	1		__atoldbl
0058C591	__fptostr	119	1		__fptostr
0058C608	__fltout	100	1		__fltout
0058C66C	___dtold	196	1		___dtold
0058C730	_memcpy	112	1		_memcpy
0058C7A0	LeadUp1	44	1		LeadUp1
0058C7CC	LeadUp2	36	1		LeadUp2
0058C7F0	LeadUp3	60	1		LeadUp3
0058C82C	UnwindUp7	8	1		UnwindUp7
0058C834	UnwindUp6	8	1		UnwindUp6
0058C83C	UnwindUp5	8	1		UnwindUp5
0058C844	UnwindUp4	8	1		UnwindUp4
0058C84C	UnwindUp3	8	1		UnwindUp3
0058C854	UnwindUp2	8	1		UnwindUp2
0058C85C	UnwindUp1	19	1		UnwindUp1
0058C86F	UnwindUp0	25	1		UnwindUp0
0058C888	TrailUp0	8	1		TrailUp0
0058C890	TrailUp1	12	1		TrailUp1
0058C89C	TrailUp2	20	1		TrailUp2
0058C8B0	TrailUp3	120	1		TrailUp3
0058C928	LeadDown1	32	1		LeadDown1
0058C948	LeadDown2	40	1		LeadDown2
0058C970	LeadDown3	84	1		LeadDown3
0058C9C4	UnwindDown7	8	1		UnwindDown7
0058C9CC	UnwindDown6	8	1		UnwindDown6
0058C9D4	UnwindDown5	8	1		UnwindDown5
0058C9DC	UnwindDown4	8	1		UnwindDown4
0058C9E4	UnwindDown3	8	1		UnwindDown3
0058C9EC	UnwindDown2	8	1		UnwindDown2
0058C9F4	UnwindDown1	19	1		UnwindDown1
0058CA07	UnwindDown0	25	1		UnwindDown0
0058CA20	TrailDown0	8	1		TrailDown0
0058CA28	TrailDown1	16	1		TrailDown1
0058CA38	TrailDown2	20	1		TrailDown2
0058CA4C	TrailDown3	25	1		TrailDown3
0058CA65	__fptrap	9	1		__fptrap
0058CA6E	__alloc_osfhnd	149	1		__alloc_osfhnd
0058CB03	__set_osfhnd	119	1		__set_osfhnd
0058CB7A	__free_osfhnd	122	1		__free_osfhnd
0058CBF4	__get_osfhandle	61	1		__get_osfhandle
0058CC31	__open_osfhandle	157	1		__open_osfhandle
0058CCCE	__commit	87	1		__commit
0058CD25	__write	452	1		__write
0058CEE9	__sopen	697	1		__sopen
0058D1A2	__mbsrchr	96	1		__mbsrchr
0058D202	__getpath	116	1		__getpath
0058D276	__mbschr	115	1		__mbschr
0058D2E9	__dospawn	479	1		__dospawn
0058D4C8	__cenvarg	516	1		__cenvarg
0058D6CC	?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z	100	1		__CxxUnhandledExceptionFilter
0058D730	?_ValidateRead@@YAHPBXI@Z	28	1		_ValidateRead
0058D74C	?_ValidateWrite@@YAHPAXI@Z	28	1		_ValidateWrite
0058D768	?_ValidateExecute@@YAHP6GHXZ@Z	24	1		_ValidateExecute
0058D780	_strcmp	16	1		_strcmp
0058D790	dodwords	48	1		dodwords
0058D7C0	doneeq	4	1		doneeq
0058D7C4	donene	8	1		donene
0058D7CC	dopartial	28	1		dopartial
0058D7E8	doword	28	1		doword
0058D804	_abort	23	1		_abort
0058D81B	__lseek	154	1		__lseek
0058D8B5	__getbuf	68	1		__getbuf
0058D8F9	__isatty	38	1		__isatty
0058D91F	_wctomb	113	1		_wctomb
0058D990	__aulldiv	112	1		__aulldiv
0058DA00	__aullrem	134	1		__aullrem
0058DA86	__ismbbkprint	17	1		__ismbbkprint
0058DA97	__ismbbkpunct	17	1		__ismbbkpunct
0058DAA8	__ismbbalnum	20	1		__ismbbalnum
0058DABC	__ismbbalpha	20	1		__ismbbalpha
0058DAD0	__ismbbgraph	20	1		__ismbbgraph
0058DAE4	__ismbbprint	20	1		__ismbbprint
0058DAF8	__ismbbpunct	17	1		__ismbbpunct
0058DB09	__ismbblead	17	1		__ismbblead
0058DB1A	__ismbbtrail	17	1		__ismbbtrail
0058DB2B	__ismbbkana	39	1		__ismbbkana
0058DB52	_x_ismbbtype	883	1		_x_ismbbtype
0058DEC5	___crtMessageBoxA	137	1		___crtMessageBoxA
0058DF4E	__87except	208	1		__87except
0058E01E	___strgtold12	1233	1		___strgtold12
0058E4EF	___STRINGTOLD	63	1		___STRINGTOLD
0058E52E	_ldexp	486	1		_ldexp
0058E714	_mbtowc	200	1		_mbtowc
0058E7DC	_ungetc	110	1		_ungetc
0058E84A	___crtCompareStringA	680	1		___crtCompareStringA
0058EAF2	___crtsetenv	391	1		___crtsetenv
0058EC79	_findenv	88	1		_findenv
0058ECD1	_copy_environ	103	1		_copy_environ
0058ED38	__read	504	1		__read
0058EF30	_strpbrk	20	1		_strpbrk
0058EF44	listnext	13	1		listnext
0058EF51	listdone	3	1		listdone
0058EF54	dstnext	16	1		dstnext
0058EF64	dstdone	12	1		dstdone
0058EF70	__strcmpi	28	1		__strcmpi
0058EF8C	chk_null	50	1		chk_null
0058EFBE	done	5	1		done
0058EFC3	notclocale	9	1		notclocale
0058EFCC	chk_null2	43	1		chk_null2
0058EFF7	done2	5	1		done2
0058EFFC	___addl	33	1		___addl
0058F01D	___add_12	94	1		___add_12
0058F07B	___shl_12	46	1		___shl_12
0058F0A9	___shr_12	45	1		___shr_12
0058F0D6	___mtold12	199	1		___mtold12
0058F19D	_$I10_OUTPUT	659	1		_$I10_OUTPUT
0058F430	__chsize	326	1		__chsize
0058F576	_signal	268	1		_signal
0058F682	HandlerRoutine	56	1		HandlerRoutine
0058F6BA	_raise	301	1		_raise
0058F7E7	_siglookup	69	1		_siglookup
0058F82C	___ld12mul	544	1		___ld12mul
0058FA4C	___multtenpow12	124	1		___multtenpow12
0058FAC8	__setmode	120	1		__setmode
0058FB40	ImmNotifyIME	6	1		ImmNotifyIME
0058FB46	ImmGetDefaultIMEWnd	6	1		ImmGetDefaultIMEWnd
0058FB4C	ImmSetCompositionWindow	4116	1		ImmSetCompositionWindow
00590B60	DirectInputCreateA	3456	1		DirectInputCreateA
005918E0	DirectPlayCreate	6	1		DirectPlayCreate
005918E6	timeGetTime	6	1		timeGetTime
005918EC	mixerSetControlDetails	6	1		mixerSetControlDetails
005918F2	mixerGetControlDetailsA	6	1		mixerGetControlDetailsA
005918F8	mixerGetLineControlsA	6	1		mixerGetLineControlsA
005918FE	mixerClose	6	1		mixerClose
00591904	mixerGetLineInfoA	6	1		mixerGetLineInfoA
0059190A	mixerOpen	6	1		mixerOpen
00591910	mixerGetDevCapsA	6	1		mixerGetDevCapsA
00591916	mixerGetNumDevs	6	1		mixerGetNumDevs
0059191C	mciSendCommandA	6	1		mciSendCommandA
00591922	joyGetNumDevs_0	6	1		joyGetNumDevs_0
00591928	GetFileAttributesA	6	1		GetFileAttributesA
0059192E	FreeLibrary	6	1		FreeLibrary
00591934	Sleep	6	1		Sleep
0059193A	ExitProcess	6	1		ExitProcess
00591940	GetModuleHandleA	6	1		GetModuleHandleA
00591946	IsDBCSLeadByte	6	1		IsDBCSLeadByte
0059194C	GlobalAlloc	6	1		GlobalAlloc
00591952	GetModuleFileNameA	6	1		GetModuleFileNameA
00591958	QueryPerformanceCounter	6	1		QueryPerformanceCounter
0059195E	QueryPerformanceFrequency	6	1		QueryPerformanceFrequency
00591964	SetThreadPriority	6	1		SetThreadPriority
0059196A	SetPriorityClass	6	1		SetPriorityClass
00591970	GetThreadPriority	6	1		GetThreadPriority
00591976	GetCurrentThread	6	1		GetCurrentThread
0059197C	GetPriorityClass	6	1		GetPriorityClass
00591982	GetCurrentProcess	6	1		GetCurrentProcess
00591988	DebugBreak	6	1		DebugBreak
0059198E	CreateFileA	6	1		CreateFileA
00591994	SetFilePointer	6	1		SetFilePointer
0059199A	WriteFile	6	1		WriteFile
005919A0	ReadFile	6	1		ReadFile
005919A6	CloseHandle	6	1		CloseHandle
005919AC	FindClose	6	1		FindClose
005919B2	FindNextFileA	6	1		FindNextFileA
005919B8	FindFirstFileA	6	1		FindFirstFileA
005919BE	CreateThread	6	1		CreateThread
005919C4	TerminateProcess	6	1		TerminateProcess
005919CA	CreateProcessA	6	1		CreateProcessA
005919D0	GetStartupInfoA	6	1		GetStartupInfoA
005919D6	GetStringTypeExA	6	1		GetStringTypeExA
005919DC	CreateEventA	6	1		CreateEventA
005919E2	WideCharToMultiByte	6	1		WideCharToMultiByte
005919E8	MultiByteToWideChar	6	1		MultiByteToWideChar
005919EE	GetVersionExA	6	1		GetVersionExA
005919F4	InitializeCriticalSection	6	1		InitializeCriticalSection
005919FA	DeleteCriticalSection	6	1		DeleteCriticalSection
00591A00	InterlockedIncrement	6	1		InterlockedIncrement
00591A06	InterlockedDecrement	6	1		InterlockedDecrement
00591A0C	LeaveCriticalSection	6	1		LeaveCriticalSection
00591A12	EnterCriticalSection	6	1		EnterCriticalSection
00591A18	IsBadReadPtr	6	1		IsBadReadPtr
00591A1E	GetDriveTypeA	6	1		GetDriveTypeA
00591A24	lstrcmpA	6	1		lstrcmpA
00591A2A	GlobalFree	6	1		GlobalFree
00591A30	GetLastError	6	1		GetLastError
00591A36	SetLastError	6	1		SetLastError
00591A3C	lstrlenA	6	1		lstrlenA
00591A42	lstrcpyA	6	1		lstrcpyA
00591A48	VirtualAlloc	6	1		VirtualAlloc
00591A4E	GetSystemInfo	6	1		GetSystemInfo
00591A54	VirtualFree	6	1		VirtualFree
00591A5A	DeleteFileA	6	1		DeleteFileA
00591A60	RtlUnwind	6	1		RtlUnwind
00591A66	GetCommandLineA	6	1		GetCommandLineA
00591A6C	GetVersion	6	1		GetVersion
00591A72	GetTimeZoneInformation	6	1		GetTimeZoneInformation
00591A78	GetSystemTime	6	1		GetSystemTime
00591A7E	GetLocalTime	6	1		GetLocalTime
00591A84	HeapFree	6	1		HeapFree
00591A8A	HeapAlloc	6	1		HeapAlloc
00591A90	GetCPInfo	6	1		GetCPInfo
00591A96	GetACP	6	1		GetACP
00591A9C	GetOEMCP	6	1		GetOEMCP
00591AA2	UnhandledExceptionFilter	6	1		UnhandledExceptionFilter
00591AA8	FreeEnvironmentStringsA	6	1		FreeEnvironmentStringsA
00591AAE	FreeEnvironmentStringsW	6	1		FreeEnvironmentStringsW
00591AB4	GetEnvironmentStrings	6	1		GetEnvironmentStrings
00591ABA	GetEnvironmentStringsW	6	1		GetEnvironmentStringsW
00591AC0	SetHandleCount	6	1		SetHandleCount
00591AC6	GetStdHandle	6	1		GetStdHandle
00591ACC	GetFileType	6	1		GetFileType
00591AD2	HeapDestroy	6	1		HeapDestroy
00591AD8	HeapCreate	6	1		HeapCreate
00591ADE	RaiseException	6	1		RaiseException
00591AE4	HeapReAlloc	6	1		HeapReAlloc
00591AEA	HeapSize	6	1		HeapSize
00591AF0	IsBadWritePtr	6	1		IsBadWritePtr
00591AF6	LCMapStringA	6	1		LCMapStringA
00591AFC	LCMapStringW	6	1		LCMapStringW
00591B02	GetStringTypeA	6	1		GetStringTypeA
00591B08	GetStringTypeW	6	1		GetStringTypeW
00591B0E	SetStdHandle	6	1		SetStdHandle
00591B14	FlushFileBuffers	6	1		FlushFileBuffers
00591B1A	GetExitCodeProcess	6	1		GetExitCodeProcess
00591B20	SetUnhandledExceptionFilter	6	1		SetUnhandledExceptionFilter
00591B26	IsBadCodePtr	6	1		IsBadCodePtr
00591B2C	CompareStringA	6	1		CompareStringA
00591B32	CompareStringW	6	1		CompareStringW
00591B38	SetEnvironmentVariableA	6	1		SetEnvironmentVariableA
00591B3E	SetEndOfFile	6	1		SetEndOfFile
00591B44	SetConsoleCtrlHandler	6	1		SetConsoleCtrlHandler
00591B4A	DispatchMessageA	6	1		DispatchMessageA
00591B50	TranslateMessage	6	1		TranslateMessage
00591B56	PeekMessageA	6	1		PeekMessageA
00591B5C	IsWindow	6	1		IsWindow
00591B62	SendMessageA	6	1		SendMessageA
00591B68	ShowWindow	6	1		ShowWindow
00591B6E	MoveWindow	6	1		MoveWindow
00591B74	ReleaseDC	6	1		ReleaseDC
00591B7A	GetDC	6	1		GetDC
00591B80	GetWindowRect	6	1		GetWindowRect
00591B86	SetWindowLongA	6	1		SetWindowLongA
00591B8C	GetWindowLongA	6	1		GetWindowLongA
00591B92	GetAsyncKeyState	6	1		GetAsyncKeyState
00591B98	SetForegroundWindow	6	1		SetForegroundWindow
00591B9E	ShowCursor	6	1		ShowCursor
00591BA4	UpdateWindow	6	1		UpdateWindow
00591BAA	GetClientRect	6	1		GetClientRect
00591BB0	CreateWindowExA	6	1		CreateWindowExA
00591BB6	RegisterClassA	6	1		RegisterClassA
00591BBC	LoadCursorA	6	1		LoadCursorA
00591BC2	LoadIconA	6	1		LoadIconA
00591BC8	GetSystemMetrics	6	1		GetSystemMetrics
00591BCE	GetMessageA	6	1		GetMessageA
00591BD4	SetWindowTextA	6	1		SetWindowTextA
00591BDA	MapWindowPoints	6	1		MapWindowPoints
00591BE0	DestroyWindow	6	1		DestroyWindow
00591BE6	UnregisterClassA	6	1		UnregisterClassA
00591BEC	DefWindowProcA	6	1		DefWindowProcA
00591BF2	SetCapture	6	1		SetCapture
00591BF8	ReleaseCapture	6	1		ReleaseCapture
00591BFE	PostMessageA	6	1		PostMessageA
00591C04	SetActiveWindow	6	1		SetActiveWindow
00591C0A	CharPrevA	6	1		CharPrevA
00591C10	SetRect	6	1		SetRect
00591C16	GetActiveWindow	6	1		GetActiveWindow
00591C1C	GetKeyNameTextA	6	1		GetKeyNameTextA
00591C22	LoadStringA	6	1		LoadStringA
00591C28	DrawTextA	6	1		DrawTextA
00591C2E	GetDeviceCaps	6	1		GetDeviceCaps
00591C34	DeleteObject	6	1		DeleteObject
00591C3A	CreateSolidBrush	6	1		CreateSolidBrush
00591C40	CreateFontA	6	1		CreateFontA
00591C46	SetTextColor	6	1		SetTextColor
00591C4C	SetBkMode	6	1		SetBkMode
00591C52	GetTextExtentPoint32A	6	1		GetTextExtentPoint32A
00591C58	SelectObject	6	1		SelectObject
00591C5E	TextOutA	6	1		TextOutA
00591C64	SetBkColor	6	1		SetBkColor
00591C6A	Rectangle	6	1		Rectangle
00591C70	GetStockObject	6	1		GetStockObject
00591C76	RegCloseKey	6	1		RegCloseKey
00591C7C	RegQueryValueExA	6	1		RegQueryValueExA
00591C82	RegOpenKeyExA	6	1		RegOpenKeyExA
00591C88	CoUninitialize	6	1		CoUninitialize
00591C8E	CoCreateInstance	6	1		CoCreateInstance
00591C94	CoInitialize	12	1		CoInitialize
00591CA0	??0fxTexelDamage@@QAE@XZ	32	1	fxTexelDamage	fxTexelDamage
00591CC0	??1fxTexelDamage@@QAE@XZ	16	1	fxTexelDamage	~fxTexelDamage
00591CD0	?Kill@fxTexelDamage@@AAEXXZ	64	1	fxTexelDamage	Kill
00591D10	?Init@fxTexelDamage@@QAE_NPAVmodStatic@@PAVmodShader@@H@Z	1152	1	fxTexelDamage	Init
00592190	?Reset@fxTexelDamage@@QAEXXZ	80	1	fxTexelDamage	Reset
005921E0	?ApplyDamage@fxTexelDamage@@QAEXABVVector3@@M@Z	1744	1	fxTexelDamage	ApplyDamage
005928B0	??0Card2D@@QAE@XZ	32	1	Card2D	Card2D
005928D0	?Init@Card2D@@QAEXPAVasCamera@@MMMMM@Z	64	1	Card2D	Init
00592910	?SetDimensions@Card2D@@QAEXMMMM@Z	240	1	Card2D	SetDimensions
00592A00	?SetPosition@Card2D@@QAEXMM@Z	32	1	Card2D	SetPosition
00592A20	?SetAlpha@Card2D@@QAEXM@Z	96	1	Card2D	SetAlpha
00592A80	?Update@Card2D@@UAEXXZ	16	1	Card2D	Update
00592A90	?Cull@Card2D@@EAEXXZ	448	1	Card2D	Cull
00592C50	??_GCard2D@@UAEPAXI@Z	48	1	Card2D	`scalar deleting destructor'
00592C80	??1Card2D@@UAE@XZ	64	1	Card2D	~Card2D
00592CC0	??0dgTrailerJoint@@QAE@XZ	48	1	dgTrailerJoint	dgTrailerJoint
00592CF0	??1dgTrailerJoint@@UAE@XZ	32	1	dgTrailerJoint	~dgTrailerJoint
00592D10	?GetDirName@dgTrailerJoint@@UAEPBDXZ	16	1	dgTrailerJoint	GetDirName
00592D20	?Init@dgTrailerJoint@@QAEXPBDPAVphInertialCS@@1ABVVector3@@2@Z	304	1	dgTrailerJoint	Init
00592E50	?Reset@dgTrailerJoint@@QAEXXZ	112	1	dgTrailerJoint	Reset
00592EC0	?SetPosition@dgTrailerJoint@@QAEXABVVector3@@@Z	304	1	dgTrailerJoint	SetPosition
00592FF0	?SetCosFreeLean@dgTrailerJoint@@QAEXXZ	16	1	dgTrailerJoint	SetCosFreeLean
00593000	?SetRotate1@dgTrailerJoint@@QAEXABVMatrix34@@@Z	32	1	dgTrailerJoint	SetRotate1
00593020	?SetRotate2@dgTrailerJoint@@QAEXABVMatrix34@@@Z	32	1	dgTrailerJoint	SetRotate2
00593040	?SetFrictionLean@dgTrailerJoint@@QAEXMMM@Z	48	1	dgTrailerJoint	SetFrictionLean
00593070	?SetFrictionRoll@dgTrailerJoint@@QAEXMMM@Z	48	1	dgTrailerJoint	SetFrictionRoll
005930A0	?SetLeanLimit@dgTrailerJoint@@QAEXMM@Z	32	1	dgTrailerJoint	SetLeanLimit
005930C0	?SetRollLimit@dgTrailerJoint@@QAEXMM@Z	32	1	dgTrailerJoint	SetRollLimit
005930E0	?SetRollLimit@dgTrailerJoint@@QAEXMMM@Z	48	1	dgTrailerJoint	SetRollLimit
00593110	?SetRestOrientation@dgTrailerJoint@@QAEXXZ	96	1	dgTrailerJoint	SetRestOrientation
00593170	?SetRestOrientMat@dgTrailerJoint@@QAEXABVMatrix34@@@Z	64	1	dgTrailerJoint	SetRestOrientMat
005931B0	?SetRestOrientMat@dgTrailerJoint@@QAEXABVMatrix34@@0@Z	80	1	dgTrailerJoint	SetRestOrientMat
00593200	?SetForceLimit@dgTrailerJoint@@QAEXM@Z	16	1	dgTrailerJoint	SetForceLimit
00593210	?SetJointForceFlag@dgTrailerJoint@@QAEXXZ	160	1	dgTrailerJoint	SetJointForceFlag
005932B0	?Update@dgTrailerJoint@@QAEXXZ	4096	1	dgTrailerJoint	Update
005942B0	?MoveICS@dgTrailerJoint@@QAEXXZ	32	1	dgTrailerJoint	MoveICS
005942D0	?BreakJoint@dgTrailerJoint@@QAEXXZ	16	1	dgTrailerJoint	BreakJoint
005942E0	?UnbreakJoint@dgTrailerJoint@@QAEXXZ	16	1	dgTrailerJoint	UnbreakJoint
005942F0	?DoJointTorque@dgTrailerJoint@@QAEXABVMatrix34@@000AAM1AAVVector3@@11@Z	1728	1	dgTrailerJoint	DoJointTorque
005949B0	?DoJointLimits@dgTrailerJoint@@QAEXMABVVector3@@M0AAV2@ABVMatrix34@@2222@Z	1744	1	dgTrailerJoint	DoJointLimits
00595080	?ComputeInvMassMatrix@dgTrailerJoint@@UBEXPAVphInertialCS@@AAVMatrix34@@ABVVector3@@@Z	784	1	dgTrailerJoint	ComputeInvMassMatrix
00595390	?ComputeInvMassMatrix@dgTrailerJoint@@QAEXPAVphInertialCS@@0AAVMatrix34@@ABVVector3@@@Z	1504	1	dgTrailerJoint	ComputeInvMassMatrix
00595970	?FileIO@dgTrailerJoint@@UAEXAAVdatParser@@@Z	352	1	dgTrailerJoint	FileIO
00595AD0	?GetInvMassMatrix@phJoint@@UAEAAVMatrix34@@XZ	16	1	phJoint	GetInvMassMatrix
00595AE0	?AfterLoad@asFileIO@@MAEXXZ	16	1	asFileIO	AfterLoad
00595AF0	?BeforeSave@asFileIO@@MAEXXZ	16	1	asFileIO	BeforeSave
00595B00	?GetClassName@dgTrailerJoint@@UAEPBDXZ	16	1	dgTrailerJoint	GetClassName
00595B10	?Load@dgTrailerJoint@@UAE_NXZ	16	1	dgTrailerJoint	Load
00595B20	?Save@dgTrailerJoint@@UAE_NXZ	16	1	dgTrailerJoint	Save
00595B30	?IsBroken@dgTrailerJoint@@UBE_NXZ	16	1	dgTrailerJoint	IsBroken
00595B40	??_GdgTrailerJoint@@UAEPAXI@Z	48	1	dgTrailerJoint	`scalar deleting destructor'
00595B70	?InvScale@Vector3@@QAEXM@Z	32	1	Vector3	InvScale
00595B90	??0phJoint@@QAE@XZ	80	1	phJoint	phJoint
00595BE0	??0phJoint@@QAE@PAVphInertialCS@@0ABVVector3@@1@Z	48	1	phJoint	phJoint
00595C10	??0phJoint@@QAE@PAVphInertialCS@@0ABVVector3@@@Z	48	1	phJoint	phJoint
00595C40	?Init@phJoint@@QAEXPAVphInertialCS@@0ABVVector3@@@Z	208	1	phJoint	Init
00595D10	?Init@phJoint@@QAEXPAVphInertialCS@@0ABVVector3@@1@Z	160	1	phJoint	Init
00595DB0	?Reset@phJoint@@QAEXXZ	32	1	phJoint	Reset
00595DD0	?Update@phJoint@@QAEXXZ	32	1	phJoint	Update
00595DF0	?ComputeInvMassMatrix@phJoint@@UAEXXZ	160	1	phJoint	ComputeInvMassMatrix
00595E90	?ComputeInvMassMatrix@phJoint@@UBEXPAVphInertialCS@@AAVMatrix34@@ABVVector3@@@Z	16	1	phJoint	ComputeInvMassMatrix
00595EA0	?ComputeJointForce@phJoint@@UAEXXZ	544	1	phJoint	ComputeJointForce
005960C0	?ComputeJointPush@phJoint@@UAEXXZ	304	1	phJoint	ComputeJointPush
005961F0	?IsBroken@phJoint@@UBE_NXZ	16	1	phJoint	IsBroken
00596200	??0asViewCS@@QAE@XZ	304	1	asViewCS	asViewCS
00596330	?SetAzimuth@asViewCS@@QAEXXZ	96	1	asViewCS	SetAzimuth
00596390	?Reset@asViewCS@@UAEXXZ	368	1	asViewCS	Reset
00596500	?Update@asViewCS@@UAEXXZ	128	1	asViewCS	Update
00596580	?UpdatePolar@asViewCS@@QAEXXZ	352	1	asViewCS	UpdatePolar
005966E0	?UpdateRoam@asViewCS@@QAEXXZ	256	1	asViewCS	UpdateRoam
005967E0	?UpdatePOV@asViewCS@@QAEXXZ	160	1	asViewCS	UpdatePOV
00596880	?UpdateLookAt@asViewCS@@QAEXXZ	96	1	asViewCS	UpdateLookAt
005968E0	?UpdateTrack@asViewCS@@QAEXXZ	928	1	asViewCS	UpdateTrack
00596C80	?UpdateStereo@asViewCS@@QAEXXZ	352	1	asViewCS	UpdateStereo
00596DE0	??_GasViewCS@@UAEPAXI@Z	48	1	asViewCS	`scalar deleting destructor'
00596E10	??1asViewCS@@UAE@XZ	16	1	asViewCS	~asViewCS
00596E20	??0asDofCS@@QAE@XZ	240	1	asDofCS	asDofCS
00596F10	??4asDofCS@@QAEXABV0@@Z	320	1	asDofCS	operator=
00597050	?Reset@asDofCS@@UAEXXZ	48	1	asDofCS	Reset
00597080	?SetTime@asDofCS@@QAEXMMH@Z	112	1	asDofCS	SetTime
005970F0	?Update@asDofCS@@UAEXXZ	1632	1	asDofCS	Update
00597750	?AddWidgets@asDofCS@@QAEXPAVBank@@@Z	16	1	asDofCS	AddWidgets
00597760	??_GasDofCS@@UAEPAXI@Z	48	1	asDofCS	`scalar deleting destructor'
00597790	??0asFileIO@@QAE@XZ	16	1	asFileIO	asFileIO
005977A0	??1asFileIO@@UAE@XZ	96	1	asFileIO	~asFileIO
00597800	?Save@asFileIO@@MAE_NXZ	144	1	asFileIO	Save
00597890	?Load@asFileIO@@MAE_NXZ	176	1	asFileIO	Load
00597940	?SetName@asFileIO@@QAEXPBD@Z	48	1	asFileIO	SetName
00597970	?GetDirName@asFileIO@@MAEPBDXZ	16	1	asFileIO	GetDirName
00597980	??_GasFileIO@@UAEPAXI@Z	48	1	asFileIO	`scalar deleting destructor'
005979B0	?FileIO@asFileIO@@MAEXAAVdatParser@@@Z	16	1	asFileIO	FileIO
005979C0	?GetClassName@asFileIO@@MAEPBDXZ	96	1	asFileIO	GetClassName
00597A20	?ModelAlreadyLoaded@modModel@@SA_NPBD@Z	32	1	modModel	ModelAlreadyLoaded
00597A40	?DeleteModelHash@modModel@@SAXPBD@Z	48	1	modModel	DeleteModelHash
00597A70	?modGetModel@@YAPAVmodModel@@PBDI_N1@Z	352	1		modGetModel
00597BD0	?modConvertModel@@YAXPBD0_N@Z	304	1		modConvertModel
00597D00	?Draw@modModel@@QBEXPBVMatrix44@@PAVmodShader@@I@Z	416	1	modModel	Draw
00597EA0	?DrawWithTexGenCoords@modModel@@QBEXPBVMatrix44@@AAVgfxTexture@@I@Z	96	1	modModel	DrawWithTexGenCoords
00597F00	?DrawPlain@modModel@@QBEXPBVMatrix44@@I@Z	176	1	modModel	DrawPlain
00597FB0	?GetBoundingBox@modModel@@QBEXAAVVector3@@0PAVMatrix34@@@Z	480	1	modModel	GetBoundingBox
00598190	?GetAdjunctCount@modModel@@QBEHXZ	48	1	modModel	GetAdjunctCount
005981C0	?CopyShaders@modModel@@QBEPAVmodShader@@XZ	112	1	modModel	CopyShaders
00598230	?GetPosition@modModel@@QBEAAVVector3@@AAV2@H@Z	96	1	modModel	GetPosition
00598290	?SetPosition@modModel@@QBEXABVVector3@@H@Z	96	1	modModel	SetPosition
005982F0	?LoadAscii@modModel@@AAE_NAAVdatTokenizer@@@Z	3584	1	modModel	LoadAscii
005990F0	?LoadBinary@modModel@@AAE_NAAVdatBinTokenizer@@@Z	2256	1	modModel	LoadBinary
005999C0	?SaveToBinary@modModel@@AAE_NAAVdatTokenizer@@PAVStream@@@Z	2080	1	modModel	SaveToBinary
0059A1E0	?UnderscoreSpaces@@YAXPADH@Z	48	1		UnderscoreSpaces
0059A210	?SaveToAscii@modModel@@AAE_NAAVdatBinTokenizer@@PAVStream@@@Z	2240	1	modModel	SaveToAscii
0059AAD0	??0datRefCount@@IAE@XZ	16	1	datRefCount	datRefCount
0059AAE0	??1datRefCount@@MAE@XZ	16	1	datRefCount	~datRefCount
0059AAF0	?IncRef@datRefCount@@QBEHXZ	16	1	datRefCount	IncRef
0059AB00	?DecRef@datRefCount@@QBEHXZ	32	1	datRefCount	DecRef
0059AB20	??_GdatRefCount@@MAEPAXI@Z	96	1	datRefCount	`scalar deleting destructor'
0059AB80	??0ltLight@@QAE@XZ	64	1	ltLight	ltLight
0059ABC0	??1ltLight@@QAE@XZ	16	1	ltLight	~ltLight
0059ABD0	?ShutdownLights@ltLight@@SAXXZ	32	1	ltLight	ShutdownLights
0059ABF0	?Default@ltLight@@QAEXXZ	80	1	ltLight	Default
0059AC40	?Random@ltLight@@QAEXXZ	112	1	ltLight	Random
0059ACB0	?Draw@ltLight@@QAEXM@Z	224	1	ltLight	Draw
0059AD90	?DrawGlow@ltLight@@QAEXABVVector3@@@Z	160	1	ltLight	DrawGlow
0059AE30	?DrawGlowBegin@ltLight@@SAXXZ	192	1	ltLight	DrawGlowBegin
0059AEF0	?DrawGlowEnd@ltLight@@SAXXZ	192	1	ltLight	DrawGlowEnd
0059AFB0	?DrawHighlight@ltLight@@QAEXABVVector3@@ABVMatrix34@@@Z	960	1	ltLight	DrawHighlight
0059B370	j_nullsub_249	16	1		j_nullsub_249
0059B380	nullsub_249	16	1		nullsub_249
0059B390	?SetUpGfxLightBegin@ltLight@@SAXABVVector3@@@Z	80	1	ltLight	SetUpGfxLightBegin
0059B3E0	?GetNumPointLights@ltLight@@SAHXZ	16	1	ltLight	GetNumPointLights
0059B3F0	?GetPointLight@ltLight@@SAPAV1@H@Z	32	1	ltLight	GetPointLight
